id,first_author,n_authors,title,abstract,language,publication,source_type,source,first_author_country,type,publication_year
115,Heise,2,Grand Theft Eco,,English,11,url,https://doi.org/10.1353/res.2022.a904100,3,non_empirical,2022
116,Ho,1,Should Animal Crossing be environmentally conscious?,,English,30,url,https://doi.org/10.1007/s00146-023-01849-0,9,non_empirical,2024
117,Hobin,1,Animal Eyes: Meeting the Look of the Video Game Animal,"Encounters with animals are common in video games, where they are often included to add realism to the gameworld. Encounters with animal subjectivity, however, are not. The anthropocentric nature of video games means that animals are often environmental objects, and sometimes resources, but only occasionally characters, and rarely protagonists. As a consequence, there is no encounter with the animal presence, and often no shared gaze: The look of the animal is instead transformed into something wholly antagonistic (such as in Horizon Zero Dawn), wholly submissive (as in Far Cry Primal) or absent entirely (Red Dead Redemption). Even when video game animals are designed with the intention of “appreciating” the animals, the privileging of their panoptic human spectators just as often results in their objectification.",English,200,url,https://doi.org/10.1386/public.30.59.72_1,8,non_empirical,2019
118,Holmes,1,Visualizing ecocritical euphoria in Red Dead Redemption 2,"Ecocritical approaches to videogames need to remain open to more realistic visual representations of nature in commercial videogames. A number of ecocritics have argued that rendering natural actors like weather patterns as a passive background that never actively impedes player progress can reinscribe an unproductive nature/culture or Cartesian subject/object split. The chapter suggests that ecocritics can benefit not only from metaphorical forms of proceduralism, but also by better understanding literal forms of the ways in which visual rendering technologies themselves figure and unfigure nature/culture divides. Ecocritics often have to read against the grain in a videogame like Red Dead Redemption 2 (RDR2) for the ways in which a player interacts with the environment procedurally. Long gone in RDR2 are the days of static and largely-pixelated 2D overhead skies and clouds like those seen in the Nintendo Entertainment System console’s Super Mario Bros. RDR2 does embody many of Abraham and Jayemanne’s criteria, which means that it largely simulates a nature/culture divide.",English,51,url,https://doi.org/10.4324/9780429399121,3,non_empirical,2019
119,Homo Ludens,1,Saving the Planet One Game at A Time,"Several scholars suggest that games offer playful ways to think about environmental problems and their solutions. Drawing on postcolonial and decolonial studies, environmental humanities, ecofeminism, and ecogames studies, this paper explores some of the ways in which games can theoretically raise awareness of the ecological crisis and of the need for a quick paradigm shift. It also identifies game elements that theoretically risk reinforcing false beliefs about climate change, masking its root causes, perpetuating the outdated nature-culture dualism, or feeding a blind faith in technological solutions.",English,94,url,https://dl.digra.org/index.php/dl/article/view/1946,8,non_empirical,2023
120,Hood,1,Developing an ecocentric mind-set through exploration and role-play within online virtual worlds,,English,222,url,https://www.ecologicalcitizen.net/article.php?t=developing-ecocentric-mind-set-through-exploration-role-play-within-online-virtual-worlds,,non_empirical,2022
121,Hoshina,2,Cultural Coleopterology in Modern Japan: The Rhinoceros Beetle in Akihabara Culture,,English,118,url,https://doi.org/10.1093/ae/58.4.202,20,non_empirical,2012
122,Imbierowicz,1,Humanist Delusion in Games,,English,94,url,https://dl.digra.org/index.php/dl/article/view/2102,41,non_empirical,2023
141,Lohne,1,Never Alone: A study of articulations of indigenous religion in the video game,"This thesis explores the many ways indigenous religion is articulated, performed and translated in the video game Never Alone - Kisima Inŋitchuŋa (2014). The video game was among the first of its kind – being made in a close collaboration with an indigenous group, and published by the first indigenous owned video game company in the U.S.A. At launch, Never Alone gathered attention from traditional media in both North America and in Europe, and the game reached a global audience. Never Alone tells a story based on Inupiat storytelling, and Cultural Ambassadors gives the player an insight into Inupiat culture and tradition. Never Alone balances on the edge between the conventions of the video game medium and its genres, and of indigenous tradition and religion. This thesis examines how vocabularies that can be related to ‘indigenous religion’ are used and translated by in Never Alone, and how these vocabularies relate to a globalizing discourse on indigenous religion. This thesis also explores how the medium of video games facilitates new ways of reclaiming traditions and articulating indigenous religion.",English,105,url,https://hdl.handle.net/10037/20085,43,non_empirical,2020
123,Jansen,1,The Environment at Play: Confronting Nature in The Elder Scrolls V: Skyrim and the “Frostfall” Ecomod,"In this paper, I argue that the natural environment in the base game of The Elder Scrolls V: Skyrim is devoid of agency and power in the face of the player’s colonialist endeavours to explore, conquer and master that environment. Weaving together insights about spatiality in digital games from (ecocritical and postcolonial) game studies, as well as performance studies, the paper problematizes some of the most basic elements of digital games in general: navigation and movement. It then moves to a discussion of the “Frostfall” mod as one possible option to counteract the destructive and oppositional relationship between the player and nature in Skyrim. “Frostfall” is an ecomod that adds weather survival elements to the game, by which the player can freeze and die from hypothermia if they do not take the appropriate measures to cope with Skyrim’s harsh climate. In this way, the power fantasy set up in the base game becomes somewhat limited, as the player’s agency encounters nature’s newfound agency and must find ways to negotiate the gameworld while taking seriously the environment as an agent in and of that gameworld.",English,196,url,https://press-start.gla.ac.uk/index.php/press-start/article/view/125,44,non_empirical,2019
124,Jański,1,Towards a Categorisation of Animals in Video Games,"This article presents a brief introduction of animal studies and proposes how questions relevant to the discipline may be applicable to the study of video games. It considers video games as texts of popular culture and works of fiction which offer themselves to analysis and interpretation and may reveal socially relevant insights. The article proposes two complementing sets of categories to systematize the presence of animals in video games, based on function (enemy, background, hero, companion, tool) and ontology (actual representation, legendary, extrapolation, hybrid). Finally, the article outlines paths for researches in the field of HAS to follow in the study of video games.",English,157,url,https://cejsh.icm.edu.pl/cejsh/element/bwmeta1.element.desklight-2808b74e-5ab3-415d-89f2-2d43c3cc3c4d,41,non_empirical,2016
125,Jørgensen,1,Walking and Worlding: Trails as Storylines in Video Games,"Video games have grown into a major industry, ranging across a variety of genres that appeal to many kinds of users. No longer a niche phenomenon, video games are part of mainstream popular culture. During the COVID lockdowns of 2020 and 2021, more people than ever turned to video games for entertainment and social interactions.¹ Confined to their homes by lockdowns and restrictions, many embraced video game worlds as complements to, not replacements for, the world outside their homes. Games are not only a way to pass the time, but also a truly meaningful activity to many.",English,58,url,http://dx.doi.org/10.3197/63787710662654.ch09,43,non_empirical,2022
126,Joyce,1,Horizon Zero Dawn as Genre-Medium Coevolution,,English,45,url,https://doi.org/10.1515/9783110752809-012,39,non_empirical,2024
127,Kaplan,1,"Green Reading, Green Gaming: The Future of Ecocriticsm, Storytelling, and Environmental Ethics in Virtual Worlds","The aim of this essay is to point to a forward thrust in the acceptance of new technologies--in particular, virtual game worlds such as those found in MMORPGs (massively multiplayer online role playing games)--in the discipline of ecocriticism. Moreover, I will illustrate how evolving concepts of the utility of virtual environments can assist ecocritics in branching out both their analyses and dialog with the public. In particular, I will point to how a study of virtual environments as embodying narratives of environmental ethics bridges important gaps in present cultural studies. This is not an essay written primarily for ecocritics, although a basic familiarity with the past aims of literary ecocriticism may aid the reader in acknowledging the importance of technological scholarship. Nor is the subject matter at hand primarily the domain of game theorists: If nothing else, I hope to show that our evolving game worlds and '"second lives'" offer vital spaces for expanding the stories told between academic, designer, and player with regard to our natural world. By the end of the day, we must positively change the way people interact with their environments. And to that end, we must change the way we play and think while playing.",English,89,url,https://meaningfulplay.msu.edu/proceedings2008/,3,non_empirical,2008
128,Kaplan,1,Greening the Gamescape: How Virtual Game Worlds Can Reflect Real-World Environmental Values,,English,105,url,https://www.proquest.com/docview/619247080/6CCCD22F910A4127PQ/1?accountid=13042&sourcetype=Dissertations%20&%20Theses,3,non_empirical,2010
129,Kawahara,1,"Thirty-foot telescoping nets, bug collecting video games, and beetle pests: Entomology in modern Japan",,English,118,url,https://doi.org/10.1093/ae/53.3.160,3,non_empirical,2007
130,Kinder,1,"Gaming Extractivism: Indigenous Resurgence, Unjust Infrastructures, and the Politics of Play in Elizabeth LaPensee''s Thunderbird Strike","Background: Indigenous-led struggles against fossil fuel infrastructure in North America have become increasingly visible. These struggles occur on the ground as well as through cultural production that performs cultural resistance. Analysis: This article examines Anishinaabe, Métis, and settler-Irish media theorist and artist Elizabeth LaPensée’s video game Thunderbird Strike as a form of Indigenous cultural resistance to extractivism. Conclusion and implications: Thunderbird Strike expresses the necessity of halting the expansion of extractivism by inviting players to participate in the sabotage of unjust infrastructure. In asking players to enact the very forms of generative resistance that the game articulates at a narratological level, Thunderbird Strike reveals the possibilities for video games to prefigure the transition to a decolonial, post-extractive future.",English,128,url,https://doi.org/10.22230/cjc.2021v46n2a3785,8,non_empirical,2021
131,King,1,"The Voice Not from Rivia: Silence, Ecofeminism, and Their Limits in The Witcher Series","The Witcher book series by Andrzej Sapkowski and the corresponding The Witcher 3: Wild Hunt video game by CD Projekt RED intersectionally relate the feminine to the natural in their joint secondary world of the Continent, and in doing so rely on the “key feminine,” a term to describe a female character who embodies the feminine ideals of the secondary world while also saving it from environmental disaster, yet not being representative of it, deconstructing the goddess and witch dichotomy. Geralt’s predispositions as a witcher places him in conflict with nature, but his moral code and decisive silence allow for a space in which, though the two occur independently and jointly, the voice of the feminine and the voice of the nonhuman world can be heard on their own terms, instead of through the objective filtering of the hero. Yet, in this space of voices and silence, the natural world remains opposed to the protagonists, which CD Projekt RED elevates to monstrifying the natural in opposition to the player, giving voices to some zoomorphic and anthropomorphic monsters, but leaving other nonhuman ecomorphic creatures without voice, encouraging anthropocentric dominance over the environment.",English,105,url,https://fau.digital.flvc.org/islandora/object/fau%3A95779,3,non_empirical,2022
142,Long,1,The gathering storm of progress,,English,210,url,https://doi.org/10.3828/sfftv.2021.5,3,non_empirical,2021
132,Kumral,1,"Adapt and Die: Ecocriticism and the Lovecraftian Sublime in Rainworld, Outer Wilds, Frostpunk, and Factorio","Humanity currently, faced with the threat of an impending climate change apocalypse, has two equally viable options: adaptation or death. This study explores the concept of the dynamic and mathematical sublimes as presented by Immanuel Kant in his Critique of Judgement and use his ideas in conjunction with ideas presented by H.P. Lovecraft to analyse video games for their approach to the sublime. It further takes on an ecocritical lens using the works of Lawrence Buell and Hans Joachim-Backe to establish various ecocritical criteria to summarize and judge video games by. Then, by analysing four different games, Factorio, Frostpunk, Outer Wilds, and Rainworld using the criteria this thesis establishes these games as having ecocritical value and further discusses how through their mechanics, narratives, visuals, and dialogue are able to introduce ideas of the sublime. Then using this analysis, the thesis aims to argue that these games present narratives and mechanics show that through transhumanist and antihumanist philosophies we as humans can potentially overcome the feeling of the Lovecraftian dynamic sublime and the Lovecraftian mathematical sublime respectively and potentially triumph in the face of the infinite. Finally, by identifying the ways in which these video games present bleak narratives about the future of humanity it argues that perhaps games like them can act as a wake-up call to players as to the dangers of an impending climate catastrophe.",English,105,url,https://hdl.handle.net/1946/48543,34,non_empirical,2024
133,Laato,2,Central Themes of the Pokémon Franchise and why they Appeal to Humans,"Pokémon has become the most profitable cross-media franchise since its creation 25 years ago. In this conceptual work, we go through the current eight generations of Pokémon games, movies and anime episodes to understand why the franchise appeals to humans. We focus on the following four core themes: (1) relationship with the Pokémon creatures; (2) exploration and adventure; (3) social connectedness and acceptance; and (4) green technologies and living in symbiosis with the environment. We discuss how these themes resonate with human primal desires and what aspects of Pokémon transcend into the real world. Our findings indicate that the Pokémon world is able to offer humans aspects of the hunter-gatherer era that are missing from the current urban way of living. The franchise appeals to human primal desires by being about exploring the world, understanding it and finding harmony with other living creatures. Our findings support previous work on the appeal of specific Pokémon games, and contributes to our understanding of what has made the franchise popular.",English,97,url,http://hdl.handle.net/10125/70958,46,non_empirical,2021
134,LaPensée,1,Thunderbird Strike: Survivance in/of an Indie Indigenous Game,"Thunderbird Strike, a 2D side-scroller developed by Elizabeth LaPensée, allows a player fly from the Tar Sands to the Great Lakes as a thunderbird protecting Turtle Island with searing lightning against the snake that threatens to swallow the lands and waters whole. The game encouraged players to learn about the indigenous culture, reflect on water protection and alternative energy sources, and gain awareness of risks posed by oil pipeline construction for the conveyance of tar sands. Thunderbird Strike was developed through residencies including O k’inādās Residency, The Banff Musicians in Residence Program, and Territ-Aur(i)al Imprints Exchange thanks to the 2016 Artist Fellowship grant from the Arrowhead Regional Arts Council.",English,74,url,https://doi.org/10.1353/book.101009,3,non_empirical,2018
135,Lee,1,What Could Be Worse Than Death? Untangling Entangled Existence in The Last of Us (2013),"Recent moves in the environmental humanities and posthumanism have called for expanded considerations of non-anthropocentric conceptions of life and what it means to cohabitate with non-human others. Given its postapocalyptic setting and story, which pivots on a fungal virus that transforms human hosts into fungal/human hybrids, Naughty Dog’s 2013 action-adventure videogame The Last of Us is a text which explicitly explores notions of human/non-human relations narratively, thematically, and aesthetically. Recently, the game has been taken up as offering an image of the possibilities of entangled existence, what Anna Tsing describes as “the possibilities of coexistence within environmental disturbance.” Such a reading holds that The Last of Us offers a positive vision of what non-anthropocentric life could or should look like but is at odds with the game itself. Contrary to this view, this article suggests that The Last of Us argues in favour of an anthropocentric understanding of life and the world, fundamentally reinforcing a worldview in which human beings are uniquely privileged, primarily due to our capacity for self-consciousness, which the game posits as the key difference between the human and the nonhuman other. This article also suggests that a desire to frame the game as a positive vision of posthuman existence is misplaced, and given the popularity of the game both commercially and critically, that it is instead paramount to untangle what the game itself has to say about entangled existence. Ultimately this paper argues that The Last of Us may actually offer a cynical or reactionary view of human/nonhuman relations, an assertion which will be developed and supported through close analysis and discussion of the game and the central role played narratively, thematically, and aesthetically by the figure of the infected, anthropomorphic hosts which carry the fungal virus of the game’s story. While these figures are typically read as no different than standard zombies, the specificity and nuance born out of their status as fungal/human hybrids holds the key to unlocking what The Last of Us ultimately suggests about non-anthropocentric life: that it is perhaps the only thing worse than death.",English,225,url,"https://jps.library.utoronto.ca/index.php/theneutral/article/view/37022#:~:text=While%20these%20figures%20are%20typically,only%20thing%20worse%20than%20death.",8,non_empirical,2024
136,Lehner,1,Videogames as Cultural Ecology: Flower and Shadow of the Colossus,"In this paper, I discuss videogames as a form of cultural ecology using the examples of Flower (2013) and Shadow of the Colossus (2011). As foundation for this thesis I deploy Farca’s “Emancipated Player” as a player-type receptive for representational art and as a form of dialectic meaning-production between an actual player of this type and the implied player (the game’s design). This will be connected to Zapf’s notion of literature as a cultural ecology. Addressing similarities in function and differences in the mediality of literature and videogames and considering recent studies in game-theory and ecocriticism, I will demonstrate that emancipated play of aesthetically complex videogames can be considered a condition for videogames to function as a form of cultural ecology and thus also as a regenerative force in the larger cultural context akin to literature. The exemplary analyses consider especially the use of unnatural anti-conventions as a self-reflexive technique for reflections about videogames themselves, which are connected to reflections about the empirical reality. The games offer perspectives creating blanks for the player to be filled with her imagination and consequently unfold arguments about the aesthetic condition and conventions of videogames as a mirror of a neoliberal society without regard for the environment or the non-human. It becomes clear that representation or procedural rhetoric alone cannot be sufficient to describe the aesthetic effect of the videogame as a Gesamtkunstwerk (an all-embracing art form). They can only function as cultural ecology, if we consider them as multimedia artworks offering a degree of openness for the imaginative power of the player. To play videogames is not either to observe or to inhabit, it is the amalgamation of both which enables their creative force to influence the discourse as cultural ecology.",English,143,url,https://doi.org/10.37536/ECOZONA.2017.8.2.1349,47,non_empirical,2017
137,Lehner,1,A Short Theory of Ecocritical Metagames: Shadow of the Colossus and Everything,,English,190,url,https://paidia.de/a-short-theory-of-ecocritical-metagames-shadow-of-the-colossus-and-everything/,47,non_empirical,2018
138,Lemonnier,1,Écofiction au sein de l'univers Pokémon: des observations aux applications serious d'un jeu vidéo,,French,50,isbn,2342043139,40,non_empirical,2015
139,Lin,2,Motivating Learning by Playing Animal Crossing New Horizons: A Trending Game during the COVID-19 Pandemic,,English,238,url,https://elearnmag.acm.org/featured.cfm?aid=3425166,3,non_empirical,2020
175,Nelson,1,Colliders with Context: Trees in First Person Shooter Computer Games,,English,104,url,https://gamephilosophy.org/pcg2016/program/index.html,21,non_empirical,2016
143,Loring,1,"'"Uncanny, Monstrous, and Sublime'": ecoGothic Transformations in Horror Video Games","Ecohorror video games, analyzed through a feminist ecoGothic lens, offer a critical opportunity for scholars to examine the impact of the environmental crisis in popular culture as well as the reasons why this “villainous” nature is still so frequently depicted as female. Like the nature they inhabit and/or represent, the monstrous-feminine characters in ecohorror video games cannot be controlled. Female monsters that have become hybridized in some way with nature—whether through flora, fauna, fungi, or by contagion which they then spread to others—are central to the ecohorror narrative. Using the games Blair Witch and Resident Evil VII: Biohazard/Resident Evil Village, I investigate how anxieties surrounding both gender and ecology intersect, seeking the ways in which these female characters’ transgression of categories interrogate the artificial dichotomy between humanity and nature. I argue that despite storylines seemingly embedded in ecophobia, it is possible to analyze ecohorror video games as narratives empowering both monstrous-feminine characters and the ecology that spawns them by using a feminist ecoGothic lens.",English,116,url,https://www.researchgate.net/publication/376450396_Uncanny_Monstrous_and_Sublime_ecoGothic_Transformations_in_Horror_Video_Games,3,non_empirical,2023
144,Loring,1,Redefining the Monstrous-Feminine: Applying a Postfeminist (Eco) Gothic Reading to Horror Video Games,"This dissertation examines the connections between the monstrous-feminine and the environment in horror video games while addressing a major gap in ecocritical theory—that of the role video games play in the discourse. While many feminist media scholars have chosen to read the monstrous-feminine through a psychoanalytical lens, I argue that this theory is too limiting and male-centered. Monstrous-feminine characters often work in tandem with the natural world to overthrow the intersecting oppressions of misogyny and environmental degradation caused by heteropatriarchy, colonialism, and capitalism. My project attempts to spark a conversation around these intersections as they occur in horror games and open up ecocriticism to the potential of new media for connecting with the non-academic world. Through a postfeminist ecoGothic analysis of archetypal characters like the witch, the werewolf, the vampire, and the ghost as they appear in the games Blair Witch (2019), Blacktail (2022), Werewolf: The Apocalypse—Heart of the Forest (2020), The Quarry (2022), BloodRayne (2002), Resident Evil Village (2021), Vampyr (2018), Redfall (2023), The Dark Pictures Anthology: House of Ashes (2021), Fatal Frame II: Crimson Butterfly (2003), and Fatal Frame V: Maiden of Black Water (2022), I show how these monsters interact with, and often act on behalf of, the environment to challenge patriarchal domination of women and nature.",English,105,url,https://www.proquest.com/openview/23cf040000585715275c77e521eead46/1?pq-origsite=gscholar&cbl=18750&diss=y,3,non_empirical,2024
145,Loydell,1,"The Non-Human: Agency, Play and the Anthropocene","For many, play is an escape from reality, allowing ourselves to exist beyond the everyday. But what if play acted as more than just an escape and rather, a tool for change, an instrument for conceptual thinking and creative expression. I believe that importance of play is often overlooked and yet is fundamental to human and non-human condition. Johan Huizinga argues the importance of play in Homo Ludens, observing that play precedes culture, as for however it is defined, culture presupposes human society and notably, animals (amongst other non-humans) have played long before us, supposing that culture is therefore expressed through forms of play. Through this essay I propose how experimentation in play, specifically ‘critical play’, can reconnect us to the non-human, thus promoting interspecies justice as essential to our earthly survival. And as a way of out of the Anthropocene, where we have identified ourselves as the key agents in the climate crisis; our impact on the earth will now leave a permanent scar. Utilising SF thinking: “science fiction, speculative fabulation, string figures, speculative feminism, science fact, so far” outlined by Donna Haraway in Staying with the Trouble and the process of worlding in demonstrating how play in “worlds, gone, here, and yet to come”, can drive a social change and ontological reconfiguration of what has agency when we talk about the environment. I suggest that by building empathy for the non-human through play, we can collectively speculate as to how to induce a return to non-anthropocentric approaches when designing solutions to the climate crisis.",English,105,url,https://hugoloydell.com/the-non-human,5,non_empirical,2022
146,Lund,1,Birding Like It’s 1899: Inside a Blockbuster American West Video Game,,English,236,url,https://www.audubon.org/news/birding-its-1899-inside-blockbuster-american-west-video-game,3,non_empirical,2019
147,Lupton,1,Pokémon in the Midst: Collecting and Using Data from within the Pokémon GO Ecosystem to Facilitate Ecology and Wildlife Biology Education,"Teaching the techniques to collect and analyze data on wild populations presents many obstacles. Capturing, identifying, and collecting data from wildlife has many safety-related and logistical challenges. Pokémon GO, a relatively new, smartphone-based augmented reality game, provides a new landscape for simulating wildlife ecology research. The world of Pokémon GO is overlaid onto the physical world and is populated with a variety of species, each having biologically relevant characteristics. Each individual Pokémon also has unique morphometric data. These features of the game provide a platform for data collection and analysis that mimics real-world practices, while eliminating many logistical and safety-related constraints. Additionally, little to no training is involved to begin data collection, allowing more time to plan and execute simulated wildlife ecology projects and activities. The availability of this new virtual wildlife community provides a widely accessible, freely obtained resource for data collection that has directly relevant applications for wildlife ecology education.",English,220,url,https://doi.org/10.1525/abt.2017.79.7.592,3,non_empirical,2017
148,Marchal,1,An Environmentalists' Economy: Why Positive Game Economies Appeal to the Modern Gamer,,English,189,url,https://doi.org/10.12794/journals.ntjur.v3i1.221,3,non_empirical,2023
176,Newman,1,Fungal Zombies and Tentacular Thinking: The Cthonic Mother in the Game The Last of Us,"Media representations of the zombie as the product of or signifier for human activity (biowarfare, geopolitical conflict) lend themselves to discussions of the zombie within an era of human destruction. Conceptualized differently, however, it is possible to read zombies against-the-grain as recuperative, marking the possibility of a new epoch that seeks to entangle human and non-human species, to regenerate the earth out of rot, and to define the human as humus, to borrow Donna J. Haraway’s configuration. This reading blends Haraway’s construction of the Chthulucene, a chthonic epoch of inter-species entanglements, with Barbara Creed’s articulation of the “archaic mother” as creation and deadly abyss. This article addresses how zombies, as regenerative, recuperative figures, allow for pathways into the Chthulucene, paying special attention to how particular zombies (those present in the video game The Last of Us) represent the kind of cross-species kin-making that Haraway describes.",English,216,url,https://doi.org/10.1353/sif.2019.0003,3,non_empirical,2019
149,Marín-Rubio,1,El videojuego como herramienta en el método utópico para entrenar la imaginación crítica,"Ante el relato del colapso ecológico, nuclear o pandémico, solo podemos resignarnos al apocalipsis o esperar a la salvación; por lo que colapsa la imaginación y con ella, el tiempo para disputar nuestras condiciones de vida. En consecuencia, la emancipación hoy es extrañarse de este relato, para lo que Marina Garcés nos invita a entrenar lo que acuña como imaginación crítica. Con el mismo afán, el objetivo del presente trabajo consistió en evaluar el potencial del videojuego como herramienta en el método utópico de Ruth Levitas para entrenar la imaginación crítica. Para ello, se abordaron las cuatro perspectivas más visibles en el campo de los game studies del videojuego para la transformación social. Tras ello, se concluyó en cierto potencial del videojuego para la imaginación crítica, con variaciones según la propuesta. En particular, la que mostró mayor potencial fue la ontología aumentada de Stefano Gualeni, quien propone la alteración ontológica del statu quo como característica distintiva del medio y, al incidir en ella y no en solucionar una problemática dada, permite cuestionar las premisas del pensamiento potenciando el extrañamiento y con ello la imaginación crítica. Asimismo, este trabajo pretende contribuir a la investigación sobre el potencial emancipador del videojuego señalando algunas claves sobre lo que se juega, cómo se juega y el porqué; abriendo nuevos interrogantes tanto para la teoría como para la práctica crítica e imaginativa del videojuego.",Spanish,105,url,http://hdl.handle.net/10609/149286,45,non_empirical,2023
150,Marqués,1,Ecological Videogames as a Means to Raise Environmental Awareness,"This paper presents a series of ecological video games with clearly defined aesthetic designs as paradigms in the field of education for the care of natural resources and the environment. From a global perspective, the children of the 21st century will inherit the Earth of tomorrow. Some of the most drastic changes and challenges in the world today include environmental protection and climate change. In the case of the Canary Islands, the landscape, flora and fauna are key components of its identity and culture. Video games can be used as educational tools to design teaching proposals aimed at protecting the natural environment and engaging younger generations to get involved in looking after these natural spaces. As he explains [1] the tools of the past to give way to platforms relating to the field of media that must be valued to experiment with new forms of expression applied to the artistic field: '"It is now time to digitalize historical analogies, the transitions between a historical or artistic forms, to finally accomplish the aesthetic revolution operated by the Virtual. The Virtual concretely becomes Neo-ludic, as in a coherent field of new forms of expression, wittingly including all those who are identified as their predecessor'" [1], p. 122. From this idea, the notion of '"artistic video game'" [2] and educational entails notions of aesthetics, of learning through play, of interactivity, of transmedia narrative formats, of postmodern concepts such as simulacrum, simulation, as well as those who use video games for artistic purposes to achieve a goal such as Joan Leandre [3], other authors use video game support to adopt a visual author''s language such as Jon Haddock´s Screenshots [4] which uses scenes from newspapers or images from films transferred to the video game. This research paper provides an explanation of why ecological education based on these notions of art and aesthetics that are linked is essential in the university context, specific examples of ecological videogames that will be used as educational teaching resources, a description of educational video games or serious games as a platform for teaching and learning, a teaching proposal related to ecological video games, and, lastly, the conclusions obtained.",English,90,isbn,978-989-99370-7-9,45,non_empirical,2018
151,Martin,2,Playing to Understand the Environment: From Superficial Skins to Truly Ecological Gameplays,"How do video games teach about ecology and climate change through their aesthetics and mechanics? From the recent The Legend of Zelda: Tears of the Kingdom (Nintendo EPD, 2023) to Outer Wilds (Mobius Digital, 2019), Endling: Extinction is forever (Herobeat Studios, 2020) or The Sims series (Maxis et al. 2000-actuality); videogames have taken climate change and the environmental crisis into account. Some videogames approach the issue better than others in terms of videoludic aesthetics. The use of skins with the tag of ecological that we can see in Cities Skylines: Green Cities (Paradox Interactive, 2017) is purely superficial because it does not alter the core gameplay of this genre of videogames, representing the harshest excess of capitalism that is leading humanity to the climatic disaster. There are, however, videogames that employ a truly sustainable aesthetic, both visual and playable; in which we learn about the fictional environment without the need to conquer the space or level up to build on virgin lands. Outer Wilds teaches us new ways to relate to our environment in a sustainable way, both in its fictional universe and in the real world.",English,75,url,https://doi.org/10.1007/978-3-031-67980-3_7,45,non_empirical,2024
152,May,1,Confronting Ecological Monstrosity: Contemporary Video Game Monsters and the Climate Crisis,,English,186,url,https://doi.org/10.5204/mcj.2827,59,non_empirical,2021
153,May,2,"Apocalypse as practice: Labour, technology and environment in Death Stranding","This article examines how the video game Death Stranding demonstrates the enmeshment of video games with the material conditions of our planet during an era of compounding ecological crises. This article focuses on Death Stranding’s engagement with apocalypse, both as a fictional backdrop and as a form of practice for the player. Exercises of labour undertaken by the player and their avatar, and their involvement in the proliferation of communication technologies within the gameworld, are shown to be ruinous in ways that are resonant with our contemporary conditions of crisis. Through this analysis an understanding is developed of how Death Stranding enlists players in the process of repeating apocalypse(s) and invites reflection upon the place of video games and play in these fractious times.",English,21,url,https://doi.org/10.1386/jgvw_00107_1,59,non_empirical,2024
154,May,2,Dark Entanglement and Visions of the Post-Anthropocene in Battlefield 2042,"While the revelation of our entanglement with other biological actors and our surrounding environments can radically reshape our relations with Earth, a form of dark entanglement also underlies contemporary life. This darkness is legible through the ways that enmeshed capitalist, geotechnic, and cybernetic infrastructures fuel unsustainable and exploitative human interactions with Earth. This form of dark entanglement also underpins the operational logic of the military-industrial complex. We turn to Battlefield 2042 (DICE, 2021), where player encounters with dark entanglements coalesce into a vision of an apocalyptic post-Anthropocene era. Textual analysis of the game reveals how its narrative and ludic structures plunge players into a harrowing vision of Earth’s future. The entangled forces of capital, geotechnic systems, and military-industrial imperatives emerge as central to the play of Battlefield 2042 and situate players at the point of transition from the Anthropocene era to an apocalyptic post-Anthropocene future. Extending arguments that the material conditions of the Anthropocene have permeated digital media, we suggest that games such as Battlefield 2042 reflect, illuminate, and extrapolate the inexorably necrotic logic of our era. Understanding this intricate web of dark entanglements, including through videogames, is crucial for grappling with the existential challenges that define the Anthropocene and what may follow.",English,176,url,https://gamescriticism.org/2024/10/09/may-hall-6a/,59,non_empirical,2024
155,May,1,Undead Ecosystems: Death Stranding and the Contemporary Video-Game Zombie,,English,45,url,https://doi.org/10.1515/9783110752809-016,59,non_empirical,2024
